地址,经度,纬度,业务分类,客户名称,所在城市,所属团队,汇总时间,项目名称,项目周期,商务负责人,合同额（万元）,款项名称,开票额（万元）,到帐额（万元）,地产品牌,已开票未到账额,未执行完合同额,类型
上海市浦东新区龙阳路2277号201-3室,,,零售和其他,上海众聘信息科技有限公司,上海,数据科学团队,2015-07-05 00:00:00,数据咨询服务合同,零期,汤舸,5,,,,,,,脉策经营收入
上海市浦东新区龙阳路2277号201-3室,,,零售和其他,上海众聘信息科技有限公司,上海,数据科学团队,2015-08-04 00:00:00,数据咨询服务合同,一期,汤舸,,一期款,5,,,,,脉策经营收入
上海市浦东新区龙阳路2277号201-3室,,,零售和其他,上海众聘信息科技有限公司,上海,数据科学团队,2015-08-14 00:00:00,数据咨询服务合同,一期,汤舸,,一期款,,5,,,,脉策经营收入
上海市黄浦区中山东一路23号,,,零售和其他,中国银行上海分行,上海,数据科学团队,2015-10-20 00:00:00,数据咨询服务合同,零期,王咏笑,4.98,,,,,,,脉策经营收入
上海市黄浦区中山东一路23号,,,零售和其他,中国银行上海分行,上海,数据科学团队,2015-11-20 00:00:00,数据咨询服务合同,一期,王咏笑,,一期款,4.98,,,,,脉策经营收入
上海市黄浦区中山东一路23号,,,零售和其他,中国银行上海分行,上海,数据科学团队,2015-12-07 00:00:00,数据咨询服务合同,一期,王咏笑,,一期款,,4.98,,,,脉策经营收入
上海市淮海中路1555号,,,零售和其他,上海图书馆（上海科学技术情报所）,上海,数据科学团队,2015-10-12 00:00:00,数据咨询服务合同,零期,王咏笑,5,,,,,,,脉策经营收入
上海市淮海中路1555号,,,零售和其他,上海图书馆（上海科学技术情报所）,上海,数据科学团队,2015-11-07 00:00:00,数据咨询服务合同,一期,王咏笑,,一期款,5,,,,,脉策经营收入
上海市淮海中路1555号,,,零售和其他,上海图书馆（上海科学技术情报所）,上海,数据科学团队,2015-11-14 00:00:00,数据咨询服务合同,一期,王咏笑,,一期款,,5,,,,脉策经营收入
安徽省合肥市滨湖新区西藏路与林芝路交口社区服务中心526室,,,城市,合肥万科新城地产有限公司,合肥,城市事业部,2015-12-01 00:00:00,数据咨询服务合同,零期,高怡俊,5,,,,万科,,,脉策经营收入
安徽省合肥市滨湖新区西藏路与林芝路交口社区服务中心526室,,,城市,合肥万科新城地产有限公司,合肥,城市事业部,2015-12-08 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,5,,万科,,,脉策经营收入
安徽省合肥市滨湖新区西藏路与林芝路交口社区服务中心526室,,,城市,合肥万科新城地产有限公司,合肥,城市事业部,2015-10-18 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,,5,万科,,,脉策经营收入
上海市人民大道200号,,,城市,上海市发展改革委员会,上海,城市事业部,2016-06-01 00:00:00,发改委十三五监测系统,零期,高怡俊,40,,,,,,,脉策经营收入
上海市人民大道200号,,,城市,上海市发展改革委员会,上海,城市事业部,2016-09-28 00:00:00,发改委十三五监测系统,一期,高怡俊,,一期款,16,,,,,脉策经营收入
上海市人民大道200号,,,城市,上海市发展改革委员会,上海,城市事业部,2016-10-18 00:00:00,发改委十三五监测系统,一期,高怡俊,,一期款,,16,,,,脉策经营收入
上海市人民大道200号,,,城市,上海市发展改革委员会,上海,城市事业部,2016-12-12 00:00:00,发改委十三五监测系统,二期,高怡俊,,二期款,24,,,,,脉策经营收入
上海市人民大道200号,,,城市,上海市发展改革委员会,上海,城市事业部,2016-12-26 00:00:00,发改委十三五监测系统,二期,高怡俊,,二期款,,24,,,,脉策经营收入
上海市铜仁路331号同仁大楼3-13层,,,城市,上海市城市规划设计研究院,上海,城市事业部,2016-07-10 00:00:00,数据咨询服务合同,零期,高怡俊,10,,,,,,,脉策经营收入
上海市铜仁路331号同仁大楼3-13层,,,城市,上海市城市规划设计研究院,上海,城市事业部,2016-11-18 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,10,,,,,脉策经营收入
上海市铜仁路331号同仁大楼3-13层,,,城市,上海市城市规划设计研究院,上海,城市事业部,2016-12-03 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,,10,,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海万科投资管理有限公司,上海,地产事业部,2016-09-09 00:00:00,数据应用平台开发,零期,郭斌亮,10,,,,万科,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海万科投资管理有限公司,上海,地产事业部,2016-11-22 00:00:00,数据应用平台开发,一期,郭斌亮,,一期款,10,,万科,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海万科投资管理有限公司,上海,地产事业部,2016-12-21 00:00:00,数据应用平台开发,一期,郭斌亮,,一期款,,10,万科,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2016-11-08 00:00:00,服务费用,零期,汤舸,25,,,,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2016-12-07 00:00:00,服务费用,一期,汤舸,,一期款,25,,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2016-12-16 00:00:00,服务费用,一期,汤舸,,一期款,,25,,,,脉策经营收入
上海市国泰路11号复旦科技园大厦,,,培训,上海复旦规划建筑设计研究院有限公司,上海,培训事业部,2016-12-01 00:00:00,数据咨询服务合同,零期,黄积小,8.84,,,,,,,脉策经营收入
上海市国泰路11号复旦科技园大厦,,,培训,上海复旦规划建筑设计研究院有限公司,上海,培训事业部,2016-12-15 00:00:00,数据咨询服务合同,一期,黄积小,,一期款,8.84,,,,,脉策经营收入
上海市国泰路11号复旦科技园大厦,,,培训,上海复旦规划建筑设计研究院有限公司,上海,培训事业部,2016-12-28 00:00:00,数据咨询服务合同,一期,黄积小,,一期款,,8.84,,,,脉策经营收入
上海市闵行区申长路988弄虹桥万科中心3号楼7楼,,,地产,上海万科投资管理有限公司,上海,地产事业部,2017-01-03 00:00:00,触摸屏系统,零期,郭斌亮,2.6676,,,,万科,,,脉策经营收入
上海市闵行区申长路988弄虹桥万科中心3号楼7楼,,,地产,上海万科投资管理有限公司,上海,地产事业部,2017-01-03 00:00:00,触摸屏系统,一期,郭斌亮,,一期款,2.6676,,万科,,,脉策经营收入
上海市闵行区申长路988弄虹桥万科中心3号楼7楼,,,地产,上海万科投资管理有限公司,上海,地产事业部,2017-01-09 00:00:00,触摸屏系统,一期,郭斌亮,,一期款,,2.6676,万科,,,脉策经营收入
吉林省长春市,,,零售和其他,吉林金谷城市规划咨询有限公司,长春,旅游事业部,2017-01-05 00:00:00,吉林省及长春市十三五规划数据评估大屏与软件服务,零期,李伟平,4.1941,,,,,,,脉策经营收入
吉林省长春市,,,零售和其他,吉林金谷城市规划咨询有限公司,长春,旅游事业部,2017-01-06 00:00:00,吉林省及长春市十三五规划数据评估大屏与软件服务,一期,李伟平,,一期款,4.1941,,,,,脉策经营收入
吉林省长春市,,,零售和其他,吉林金谷城市规划咨询有限公司,长春,旅游事业部,2017-01-09 00:00:00,吉林省及长春市十三五规划数据评估大屏与软件服务,一期,李伟平,,一期款,,4.1941,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,地产事业部,2017-01-06 00:00:00,龙湖项目第一笔,零期,汤舸,28,,,,龙湖,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,地产事业部,2017-01-07 00:00:00,龙湖项目第一笔,一期,汤舸,,一期款,14,,龙湖,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,地产事业部,2017-01-13 00:00:00,龙湖项目第一笔,一期,汤舸,,一期款,,14,龙湖,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,地产事业部,2018-01-25 00:00:00,龙湖项目第二笔,二期,汤舸,,二期款,14,,龙湖,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,地产事业部,2018-02-02 00:00:00,龙湖项目第二笔,二期,汤舸,,二期款,,14,龙湖,,,脉策经营收入
苏州市苏州工业园区东华林街118号,,,零售和其他,苏州运诺帷交通规划咨询有限公司,苏州,后台,2017-01-12 00:00:00,线下数据采集与加工产品及服务,零期,郭斌亮,0.4397,,,,,,,脉策经营收入
苏州市苏州工业园区东华林街118号,,,零售和其他,苏州运诺帷交通规划咨询有限公司,苏州,后台,2017-01-16 00:00:00,线下数据采集与加工产品及服务,一期,郭斌亮,,一期款,0.4397,,,,,脉策经营收入
苏州市苏州工业园区东华林街118号,,,零售和其他,苏州运诺帷交通规划咨询有限公司,苏州,后台,2017-01-18 00:00:00,线下数据采集与加工产品及服务,一期,郭斌亮,,一期款,,0.4397,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,地产,北京腾云天下科技有限公司,北京,地产事业部,2017-01-13 00:00:00,金地,零期,汤舸,40,,,,金地,20,20,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,地产,北京腾云天下科技有限公司,北京,地产事业部,2017-01-13 00:00:00,金地,一期,汤舸,,一期款,40,,金地,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,地产,北京腾云天下科技有限公司,北京,地产事业部,2017-01-13 00:00:00,金地,一期,汤舸,,一期款,,20,金地,,,脉策经营收入
上海市闵行区七莘路3333号,,,地产,上海万科房地产有限公司 ,上海,地产事业部,2017-02-14 00:00:00,长租公寓,零期,郭斌亮,10,,,,万科,,,脉策经营收入
上海市闵行区七莘路3333号,,,地产,上海万科房地产有限公司 ,上海,地产事业部,2017-04-05 00:00:00,长租公寓,一期,郭斌亮,,一期款,10,,万科,,,脉策经营收入
上海市闵行区七莘路3333号,,,地产,上海万科房地产有限公司 ,上海,地产事业部,2017-06-13 00:00:00,长租公寓,一期,郭斌亮,,一期款,,10,万科,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2017-02-14 00:00:00,服务费用,零期,汤舸,21,,,,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2017-03-08 00:00:00,服务费用,一期,汤舸,,一期款,21,,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2017-03-13 00:00:00,服务费用,一期,汤舸,,一期款,,21,,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海万科投资管理有限公司,上海,地产事业部,2016-09-09 00:00:00,数据应用平台开发,零期,郭斌亮,20,,,,万科,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海万科投资管理有限公司,上海,地产事业部,2017-02-28 00:00:00,数据应用平台开发,一期,郭斌亮,,一期款,10,,万科,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海万科投资管理有限公司,上海,地产事业部,2017-03-25 00:00:00,数据应用平台开发,一期,郭斌亮,,一期款,,10,万科,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海万科投资管理有限公司,上海,地产事业部,2017-04-25 00:00:00,数据应用平台开发,二期,郭斌亮,,二期款,10,,万科,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海万科投资管理有限公司,上海,地产事业部,2017-05-12 00:00:00,数据应用平台开发,二期,郭斌亮,,二期款,,10,万科,,,脉策经营收入
深圳市福田区福强路金地商业大楼,,,地产,金地集团,深圳,数字化运营事业部,2017-03-14 00:00:00,大数据应用平台产品的定制咨询与开发,零期,陈焱,25,,,,金地,,,脉策经营收入
深圳市福田区福强路金地商业大楼,,,地产,金地集团,深圳,数字化运营事业部,2017-03-10 00:00:00,大数据应用平台产品的定制咨询与开发,一期,陈焱,,一期款,10,,金地,,,脉策经营收入
深圳市福田区福强路金地商业大楼,,,地产,金地集团,深圳,数字化运营事业部,2017-04-12 00:00:00,大数据应用平台产品的定制咨询与开发,一期,陈焱,,一期款,,10,金地,,,脉策经营收入
深圳市福田区福强路金地商业大楼,,,地产,金地集团,深圳,数字化运营事业部,2017-05-10 00:00:00,大数据应用平台产品的定制咨询与开发,二期,陈焱,,二期款,15,,金地,,,脉策经营收入
深圳市福田区福强路金地商业大楼,,,地产,金地集团,深圳,数字化运营事业部,2017-06-18 00:00:00,大数据应用平台产品的定制咨询与开发,一期,陈焱,,二期款,,15,金地,,,脉策经营收入
贵阳市高新区都匀路茅台商务中心B座5楼,,,培训,北京清华同衡规划设计研究院有限公司贵州分公司,深圳,培训事业部,2017-03-15 00:00:00,数据咨询服务合同,零期,黄积小,4.98,,,,,,,脉策经营收入
贵阳市高新区都匀路茅台商务中心B座5楼,,,培训,北京清华同衡规划设计研究院有限公司贵州分公司,贵阳,培训事业部,2017-03-25 00:00:00,数据咨询服务合同,一期,黄积小,,一期款,4.98,,,,,脉策经营收入
贵阳市高新区都匀路茅台商务中心B座5楼,,,培训,北京清华同衡规划设计研究院有限公司贵州分公司,贵阳,培训事业部,2017-04-12 00:00:00,数据咨询服务合同,一期,黄积小,,一期款,,4.98,,,,脉策经营收入
上海市大木桥路1号工商大厦,,,城市,上海市发展改革研究院,上海,城市事业部,2017-04-24 00:00:00,数据咨询服务合同,零期,高怡俊,1,,,,,,,脉策经营收入
上海市大木桥路1号工商大厦,,,城市,上海市发展改革研究院,上海,城市事业部,2017-06-10 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,1,,,,,脉策经营收入
上海市大木桥路1号工商大厦,,,城市,上海市发展改革研究院,上海,城市事业部,2017-06-22 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,,1,,,,脉策经营收入
深圳市深南大道7006号万科富春东方大厦26～28层,,,城市,中国城市规划设计研究院深圳分院,深圳,城市事业部,2017-04-02 00:00:00,数据咨询服务合同,零期,高怡俊,35,,,,,,14,脉策经营收入
深圳市深南大道7006号万科富春东方大厦26～28层,,,城市,中国城市规划设计研究院深圳分院,深圳,城市事业部,2017-04-15 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,10.5,,,,,脉策经营收入
深圳市深南大道7006号万科富春东方大厦26～28层,,,城市,中国城市规划设计研究院深圳分院,深圳,城市事业部,2017-05-22 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,,10.5,,,,脉策经营收入
深圳市深南大道7006号万科富春东方大厦26～28层,,,城市,中国城市规划设计研究院深圳分院,深圳,城市事业部,2017-09-20 00:00:00,数据咨询服务合同,二期,高怡俊,,二期款,10.5,,,,,脉策经营收入
深圳市深南大道7006号万科富春东方大厦26～28层,,,城市,中国城市规划设计研究院深圳分院,深圳,城市事业部,2017-10-18 00:00:00,数据咨询服务合同,二期,高怡俊,,二期款,,10.5,,,,脉策经营收入
上海市嘉定区金沙江西路1555弄388号一层1,,,地产,上海恒逸房地产有限公司（上海龙湖地产）,上海,地产事业部,2017-05-02 00:00:00,DataMap,零期,郭斌亮,40,,,,龙湖,20,20,脉策经营收入
上海市嘉定区金沙江西路1555弄388号一层1,,,地产,上海恒逸房地产有限公司（上海龙湖地产）,上海,地产事业部,2017-08-22 00:00:00,DataMap,一期,郭斌亮,,一期款,10,,龙湖,,,脉策经营收入
上海市嘉定区金沙江西路1555弄388号一层1,,,地产,上海恒逸房地产有限公司（上海龙湖地产）,上海,地产事业部,2017-09-22 00:00:00,DataMap,一期,郭斌亮,,一期款,,10,龙湖,,,脉策经营收入
上海市嘉定区金沙江西路1555弄388号一层1,,,地产,上海恒逸房地产有限公司（上海龙湖地产）,上海,地产事业部,2018-04-02 00:00:00,DataMap,二期,郭斌亮,,二期款,10,,龙湖,,,脉策经营收入
上海市嘉定区金沙江西路1555弄388号一层1,,,地产,上海恒逸房地产有限公司（上海龙湖地产）,上海,地产事业部,2018-04-24 00:00:00,DataMap,二期,郭斌亮,,二期款,,10,龙湖,,,脉策经营收入
上海市嘉定区金沙江西路1555弄388号一层1,,,地产,上海恒逸房地产有限公司（上海龙湖地产）,上海,地产事业部,2018-05-02 00:00:00,DataMap,三期,郭斌亮,,三期款,20,,龙湖,,,脉策经营收入
杭州市西湖区留和路58号2幢七层707室,,,地产,杭州蓝保物业管理有限公司（龙湖地产）,杭州,地产事业部,2017-05-05 00:00:00,杭州租金监测系统,零期,王道强,15,,,,龙湖,,,脉策经营收入
杭州市西湖区留和路58号2幢七层707室,,,地产,杭州蓝保物业管理有限公司（龙湖地产）,杭州,地产事业部,2017-06-10 00:00:00,杭州租金监测系统,一期,王道强,,一期款,7.5,,龙湖,,,脉策经营收入
杭州市西湖区留和路58号2幢七层707室,,,地产,杭州蓝保物业管理有限公司（龙湖地产）,杭州,地产事业部,2017-07-13 00:00:00,杭州租金监测系统,一期,王道强,,一期款,,7.5,龙湖,,,脉策经营收入
杭州市西湖区留和路58号2幢七层707室,,,地产,杭州蓝保物业管理有限公司（龙湖地产）,杭州,地产事业部,2017-11-09 00:00:00,杭州租金监测系统,二期,王道强,,二期款,7.5,,龙湖,,,脉策经营收入
杭州市西湖区留和路58号2幢七层707室,,,地产,杭州蓝保物业管理有限公司（龙湖地产）,杭州,地产事业部,2017-11-30 00:00:00,杭州租金监测系统,二期,王道强,,二期款,,7.5,龙湖,,,脉策经营收入
上海市浦东新区世纪大道2001号上海市浦东新区办公中心3号楼,,,城市,浦东新区发展和改革委员会,上海,城市事业部,2017-05-08 00:00:00,数据咨询服务合同,零期,刘谷一,18,,,,,,,脉策经营收入
上海市浦东新区世纪大道2001号上海市浦东新区办公中心3号楼,,,城市,浦东新区发展和改革委员会,上海,城市事业部,2017-07-01 00:00:00,数据咨询服务合同,一期,刘谷一,,一期款,7.2,,,,,脉策经营收入
上海市浦东新区世纪大道2001号上海市浦东新区办公中心3号楼,,,城市,浦东新区发展和改革委员会,上海,城市事业部,2017-07-17 00:00:00,数据咨询服务合同,一期,刘谷一,,一期款,,7.2,,,,脉策经营收入
上海市浦东新区世纪大道2001号上海市浦东新区办公中心3号楼,,,城市,浦东新区发展和改革委员会,上海,城市事业部,2017-09-04 00:00:00,数据咨询服务合同,二期,刘谷一,,二期款,10.8,,,,,脉策经营收入
上海市浦东新区世纪大道2001号上海市浦东新区办公中心3号楼,,,城市,浦东新区发展和改革委员会,上海,城市事业部,2017-09-22 00:00:00,数据咨询服务合同,二期,刘谷一,,二期款,,10.8,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2017-05-25 00:00:00,服务费用,零期,汤舸,20,,,,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2017-05-23 00:00:00,服务费用,一期,汤舸,,一期款,20,,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2017-05-31 00:00:00,服务费用,一期,汤舸,,一期款,,20,,,,脉策经营收入
北京市海淀区北四环西路9号2104,,,零售和其他,北京源智天下科技有限公司,北京,数据科学团队,2017-05-25 00:00:00,版权服务费,零期,王咏笑,0.69,,,,,,,脉策经营收入
北京市海淀区北四环西路9号2104,,,零售和其他,北京源智天下科技有限公司,北京,数据科学团队,2017-05-28 00:00:00,版权服务费,一期,王咏笑,,一期款,0.69,,,,,脉策经营收入
北京市海淀区北四环西路9号2104,,,零售和其他,北京源智天下科技有限公司,北京,数据科学团队,2017-05-31 00:00:00,版权服务费,一期,王咏笑,,一期款,,0.69,,,,脉策经营收入
上海市西藏南路688弄1号,,,地产,上海老西门新苑置业有限公司（中海地产）,上海,地产事业部,2017-05-31 00:00:00,DataMap,零期,郭斌亮,30,,,,中海,3,3,脉策经营收入
上海市西藏南路688弄1号,,,地产,上海老西门新苑置业有限公司（中海地产）,上海,地产事业部,2017-11-16 00:00:00,DataMap,一期,郭斌亮,,一期款,27,,中海,,,脉策经营收入
上海市西藏南路688弄1号,,,地产,上海老西门新苑置业有限公司（中海地产）,上海,地产事业部,2018-01-09 00:00:00,DataMap,一期,郭斌亮,,一期款,,27,中海,,,脉策经营收入
上海市西藏南路688弄1号,,,地产,上海老西门新苑置业有限公司（中海地产）,上海,地产事业部,2018-06-01 00:00:00,DataMap,二期,郭斌亮,,二期款,3,,中海,,,脉策经营收入
中国（上海）自由贸易试验区张东路1387号1,,,城市,上海张江（集团）有限公司,上海,城市事业部,2017-04-27 00:00:00,数据咨询服务合同,零期,高怡俊,48,,,,,,,脉策经营收入
中国（上海）自由贸易试验区张东路1387号1,,,城市,上海张江（集团）有限公司,上海,城市事业部,2017-05-01 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,14.4,,,,,脉策经营收入
中国（上海）自由贸易试验区张东路1387号1,,,城市,上海张江（集团）有限公司,上海,城市事业部,2017-06-22 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,,14.4,,,,脉策经营收入
中国（上海）自由贸易试验区张东路1387号1,,,城市,上海张江（集团）有限公司,上海,城市事业部,2017-06-20 00:00:00,数据咨询服务合同,二期,高怡俊,,二期款,19.2,,,,,脉策经营收入
中国（上海）自由贸易试验区张东路1387号1,,,城市,上海张江（集团）有限公司,上海,城市事业部,2017-07-20 00:00:00,数据咨询服务合同,二期,高怡俊,,二期款,,19.2,,,,脉策经营收入
中国（上海）自由贸易试验区张东路1387号1,,,城市,上海张江（集团）有限公司,上海,城市事业部,2017-10-26 00:00:00,数据咨询服务合同,三期,高怡俊,,三期款,14.4,,,,,脉策经营收入
中国（上海）自由贸易试验区张东路1387号1,,,城市,上海张江（集团）有限公司,上海,城市事业部,2017-11-29 00:00:00,数据咨询服务合同,三期,高怡俊,,三期款,,14.4,,,,脉策经营收入
武汉市京汉大道1250号,,,培训,武汉市土地利用和城市空间规划研究中心,武汉,培训事业部,2017-05-09 00:00:00,数据培训服务合同,零期,黄积小,6.8,,,,,,,脉策经营收入
武汉市京汉大道1250号,,,培训,武汉市土地利用和城市空间规划研究中心,武汉,培训事业部,2017-05-30 00:00:00,数据培训服务合同,一期,黄积小,,一期款,6.8,,,,,脉策经营收入
武汉市京汉大道1250号,,,培训,武汉市土地利用和城市空间规划研究中心,武汉,培训事业部,2017-06-12 00:00:00,数据培训服务合同,一期,黄积小,,一期款,,6.8,,,,脉策经营收入
上海市延安东路1200号电信世界12-14层,,,城市,上海投资咨询公司,上海,城市事业部,2017-05-15 00:00:00,数据咨询服务合同,零期,高怡俊,14.3,,,,,,,脉策经营收入
上海市延安东路1200号电信世界12-14层,,,城市,上海投资咨询公司,上海,城市事业部,2017-06-26 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,3.1,,,,,脉策经营收入
上海市延安东路1200号电信世界12-14层,,,城市,上海投资咨询公司,上海,城市事业部,2017-07-21 00:00:00,数据咨询服务合同,一期,高怡俊,,一期款,,3.1,,,,脉策经营收入
上海市延安东路1200号电信世界12-14层,,,城市,上海投资咨询公司,上海,城市事业部,2017-09-12 00:00:00,数据咨询服务合同,二期,高怡俊,,二期款,6.2,,,,,脉策经营收入
上海市延安东路1200号电信世界12-14层,,,城市,上海投资咨询公司,上海,城市事业部,2017-09-25 00:00:00,数据咨询服务合同,二期,高怡俊,,二期款,,6.2,,,,脉策经营收入
上海市延安东路1200号电信世界12-14层,,,城市,上海投资咨询公司,上海,城市事业部,2017-09-20 00:00:00,数据咨询服务合同,三期,高怡俊,,三期款,5,,,,,脉策经营收入
上海市延安东路1200号电信世界12-14层,,,城市,上海投资咨询公司,上海,城市事业部,2017-10-20 00:00:00,数据咨询服务合同,三期,高怡俊,,三期款,,5,,,,脉策经营收入
深圳市福田区金田路皇岗商务中心1号楼6501,,,地产,卓越置业集团有限公司,深圳,地产事业部,2017-06-02 00:00:00,大数据应用平台开发定制,零期,王可青,120,,,,卓越,,60,脉策经营收入
深圳市福田区金田路皇岗商务中心1号楼6501,,,地产,卓越置业集团有限公司,深圳,地产事业部,2017-06-13 00:00:00,大数据应用平台开发定制,一期,王可青,,一期款,30,,卓越,,,脉策经营收入
深圳市福田区金田路皇岗商务中心1号楼6501,,,地产,卓越置业集团有限公司,深圳,地产事业部,2017-06-22 00:00:00,大数据应用平台开发定制,一期,王可青,,一期款,,30,卓越,,,脉策经营收入
深圳市福田区金田路皇岗商务中心1号楼6501,,,地产,卓越置业集团有限公司,深圳,地产事业部,2017-12-21 00:00:00,大数据应用平台开发定制,二期,王可青,,二期款,30,,卓越,,,脉策经营收入
深圳市福田区金田路皇岗商务中心1号楼6501,,,地产,卓越置业集团有限公司,深圳,地产事业部,2018-01-08 00:00:00,大数据应用平台开发定制,二期,王可青,,二期款,,30,卓越,,,脉策经营收入
珠海市 横琴新区 南山嘴路156号第12层写字楼之143号,,,地产,珠海市华兴软件信息服务有限公司-碧桂园大数据平台,珠海,地产事业部,2017-06-05 00:00:00,大数据应用平台开发定制,零期,王可青,35,,,,碧桂园,,5,脉策经营收入
珠海市 横琴新区 南山嘴路156号第12层写字楼之143号,,,地产,珠海市华兴软件信息服务有限公司-碧桂园大数据平台,珠海,地产事业部,2017-07-15 00:00:00,大数据应用平台开发定制,一期,王可青,,一期款,15,,碧桂园,,,脉策经营收入
珠海市 横琴新区 南山嘴路156号第12层写字楼之143号,,,地产,珠海市华兴软件信息服务有限公司-碧桂园大数据平台,珠海,地产事业部,2017-08-02 00:00:00,大数据应用平台开发定制,一期,王可青,,一期款,,15,碧桂园,,,脉策经营收入
珠海市 横琴新区 南山嘴路156号第12层写字楼之143号,,,地产,珠海市华兴软件信息服务有限公司-碧桂园大数据平台,珠海,地产事业部,2018-02-02 00:00:00,大数据应用平台开发定制,二期,王可青,,二期款,15,,碧桂园,,,脉策经营收入
珠海市 横琴新区 南山嘴路156号第12层写字楼之143号,,,地产,珠海市华兴软件信息服务有限公司-碧桂园大数据平台,珠海,地产事业部,2018-03-13 00:00:00,大数据应用平台开发定制,二期,王可青,,二期款,,15,碧桂园,,,脉策经营收入
苏州工业园区翠薇街9号月亮湾国际商务中心1幢12楼,,,地产,中海海通（苏州）房地产有限公司,苏州,地产事业部,2017-06-30 00:00:00,DataMap,零期,王道强,10,,,,中海,,,脉策经营收入
苏州工业园区翠薇街9号月亮湾国际商务中心1幢12楼,,,地产,中海海通（苏州）房地产有限公司,苏州,地产事业部,2017-07-01 00:00:00,DataMap,一期,王道强,,一期款,5,,中海,,,脉策经营收入
苏州工业园区翠薇街9号月亮湾国际商务中心1幢12楼,,,地产,中海海通（苏州）房地产有限公司,苏州,地产事业部,2017-07-05 00:00:00,DataMap,一期,王道强,,一期款,,5,中海,,,脉策经营收入
苏州工业园区翠薇街9号月亮湾国际商务中心1幢12楼,,,地产,中海海通（苏州）房地产有限公司,苏州,地产事业部,2017-11-17 00:00:00,DataMap,二期款,王道强,,二期款,5,,中海,,,脉策经营收入
苏州工业园区翠薇街9号月亮湾国际商务中心1幢12楼,,,地产,中海海通（苏州）房地产有限公司,苏州,地产事业部,2017-12-08 00:00:00,DataMap,二期款,王道强,,二期款,,5,中海,,,脉策经营收入
无锡市高浪东路999号（软件研发大厦）,,,地产,无锡中海海润置业有限公司,无锡,地产事业部,2017-06-30 00:00:00,DataMap,零期,王道强,10,,,,中海,,,脉策经营收入
无锡市高浪东路1000号（软件研发大厦）,,,地产,无锡中海海润置业有限公司,无锡,地产事业部,2017-07-01 00:00:00,DataMap,一期,王道强,,一期款,5,,中海,,,脉策经营收入
无锡市高浪东路1001号（软件研发大厦）,,,地产,无锡中海海润置业有限公司,无锡,地产事业部,2017-07-05 00:00:00,DataMap,一期,王道强,,一期款,,5,中海,,,脉策经营收入
